period,seriesId,seriesDescription,stateId,stateDescription,value,unit
2017,REPRB,Renewable energy production,ME,Maine,114543,Billion Btu
2017,REPRB,Renewable energy production,NH,New Hampshire,48776,Billion Btu
2017,REPRB,Renewable energy production,VT,Vermont,27592,Billion Btu
2017,REPRB,Renewable energy production,US,United States,7504595,Billion Btu
2017,REPRB,Renewable energy production,LA,Louisiana,163827,Billion Btu
2017,REPRB,Renewable energy production,NC,North Carolina,159944,Billion Btu
2017,REPRB,Renewable energy production,HI,Hawaii,14974,Billion Btu
2017,REPRB,Renewable energy production,TX,Texas,399805,Billion Btu
2017,REPRB,Renewable energy production,WI,Wisconsin,198801,Billion Btu
2017,REPRB,Renewable energy production,MA,Massachusetts,47728,Billion Btu
2017,REPRB,Renewable energy production,ID,Idaho,93049,Billion Btu
2017,REPRB,Renewable energy production,DE,Delaware,2411,Billion Btu
2017,RETCB,Renewable energy total consumption,KS,Kansas,111701,Billion Btu
2017,RETCB,Renewable energy total consumption,NH,New Hampshire,55717,Billion Btu
2017,REPRB,Renewable energy production,MN,Minnesota,287802,Billion Btu
2017,RETCB,Renewable energy total consumption,MS,Mississippi,71291,Billion Btu
2017,REPRB,Renewable energy production,KS,Kansas,140461,Billion Btu
2017,REPRB,Renewable energy production,VA,Virginia,132320,Billion Btu
2017,REPRB,Renewable energy production,MS,Mississippi,70474,Billion Btu
2017,REPRB,Renewable energy production,AL,Alabama,203874,Billion Btu
2017,REPRB,Renewable energy production,MT,Montana,60108,Billion Btu
2017,REPRB,Renewable energy production,ND,North Dakota,131210,Billion Btu
2017,RETCB,Renewable energy total consumption,WV,West Virginia,30542,Billion Btu
2017,REPRB,Renewable energy production,SD,South Dakota,193359,Billion Btu
2017,REPRB,Renewable energy production,TN,Tennessee,114716,Billion Btu
2017,REPRB,Renewable energy production,AR,Arkansas,99437,Billion Btu
2017,REPRB,Renewable energy production,MD,Maryland,34861,Billion Btu
2017,REPRB,Renewable energy production,CT,Connecticut,28295,Billion Btu
2017,REPRB,Renewable energy production,GA,Georgia,248229,Billion Btu
2017,RETCB,Renewable energy total consumption,KY,Kentucky,77044,Billion Btu
2017,RETCB,Renewable energy total consumption,OH,Ohio,144058,Billion Btu
2017,REPRB,Renewable energy production,CA,California,537840,Billion Btu
2017,RETCB,Renewable energy total consumption,NC,North Carolina,184436,Billion Btu
2017,REPRB,Renewable energy production,RI,Rhode Island,4689,Billion Btu
2017,REPRB,Renewable energy production,NM,New Mexico,31405,Billion Btu
2017,REPRB,Renewable energy production,WY,Wyoming,24303,Billion Btu
2017,REPRB,Renewable energy production,DC,District of Columbia,1015,Billion Btu
2017,RETCB,Renewable energy total consumption,MI,Michigan,197587,Billion Btu
2017,RETCB,Renewable energy total consumption,AZ,Arizona,90156,Billion Btu
2017,RETCB,Renewable energy total consumption,RI,Rhode Island,8290,Billion Btu
2017,RETCB,Renewable energy total consumption,CT,Connecticut,42169,Billion Btu
2017,REPRB,Renewable energy production,FL,Florida,228619,Billion Btu
2017,RETCB,Renewable energy total consumption,NM,New Mexico,42108,Billion Btu
2017,RETCB,Renewable energy total consumption,WA,Washington,450523,Billion Btu
2017,RETCB,Renewable energy total consumption,TX,Texas,505042,Billion Btu
2017,REPRB,Renewable energy production,IN,Indiana,227326,Billion Btu
2017,REPRB,Renewable energy production,KY,Kentucky,63260,Billion Btu
2017,REPRB,Renewable energy production,OK,Oklahoma,125923,Billion Btu
2017,REPRB,Renewable energy production,SC,South Carolina,120629,Billion Btu
2017,REPRB,Renewable energy production,NY,New York,240778,Billion Btu
2017,REPRB,Renewable energy production,IL,Illinois,306086,Billion Btu
2017,REPRB,Renewable energy production,MO,Missouri,96718,Billion Btu
2017,RETCB,Renewable energy total consumption,NJ,New Jersey,68640,Billion Btu
2017,REPRB,Renewable energy production,UT,Utah,23482,Billion Btu
2017,REPRB,Renewable energy production,CO,Colorado,79727,Billion Btu
2017,REPRB,Renewable energy production,AZ,Arizona,66841,Billion Btu
2017,REPRB,Renewable energy production,OR,Oregon,240020,Billion Btu
2017,REPRB,Renewable energy production,WV,West Virginia,22221,Billion Btu
2017,REPRB,Renewable energy production,IA,Iowa,706564,Billion Btu
2017,REPRB,Renewable energy production,NE,Nebraska,317718,Billion Btu
2017,RETCB,Renewable energy total consumption,AR,Arkansas,104395,Billion Btu
2017,RETCB,Renewable energy total consumption,WY,Wyoming,27840,Billion Btu
2017,RETCB,Renewable energy total consumption,CA,California,725380,Billion Btu
2017,RETCB,Renewable energy total consumption,MN,Minnesota,217891,Billion Btu
2017,RETCB,Renewable energy total consumption,UT,Utah,34406,Billion Btu
2017,RETCB,Renewable energy total consumption,IA,Iowa,342813,Billion Btu
2017,RETCB,Renewable energy total consumption,ID,Idaho,94677,Billion Btu
2017,RETCB,Renewable energy total consumption,DE,Delaware,7055,Billion Btu
2017,RETCB,Renewable energy total consumption,PA,Pennsylvania,199016,Billion Btu
2017,RETCB,Renewable energy total consumption,NV,Nevada,51426,Billion Btu
2017,RETCB,Renewable energy total consumption,AL,Alabama,230454,Billion Btu
2017,RETCB,Renewable energy total consumption,LA,Louisiana,155142,Billion Btu
2017,RETCB,Renewable energy total consumption,ND,North Dakota,85132,Billion Btu
2017,RETCB,Renewable energy total consumption,SC,South Carolina,140953,Billion Btu
2017,RETCB,Renewable energy total consumption,MO,Missouri,82338,Billion Btu
2017,RETCB,Renewable energy total consumption,CO,Colorado,88446,Billion Btu
2017,RETCB,Renewable energy total consumption,GA,Georgia,266840,Billion Btu
2017,RETCB,Renewable energy total consumption,VT,Vermont,30755,Billion Btu
2017,RETCB,Renewable energy total consumption,MD,Maryland,60362,Billion Btu
2017,RETCB,Renewable energy total consumption,MA,Massachusetts,75135,Billion Btu
2017,RETCB,Renewable energy total consumption,VA,Virginia,158360,Billion Btu
2017,RETCB,Renewable energy total consumption,MT,Montana,64810,Billion Btu
2017,RETCB,Renewable energy total consumption,IL,Illinois,214189,Billion Btu
2017,RETCB,Renewable energy total consumption,TN,Tennessee,131101,Billion Btu
2017,RETCB,Renewable energy total consumption,OR,Oregon,255735,Billion Btu
2017,RETCB,Renewable energy total consumption,FL,Florida,298574,Billion Btu
2017,RETCB,Renewable energy total consumption,NY,New York,283919,Billion Btu
2017,RETCB,Renewable energy total consumption,HI,Hawaii,20024,Billion Btu
2017,RETCB,Renewable energy total consumption,OK,Oklahoma,142171,Billion Btu
2017,RETCB,Renewable energy total consumption,ME,Maine,122041,Billion Btu
2017,RETCB,Renewable energy total consumption,NE,Nebraska,148750,Billion Btu
2017,RETCB,Renewable energy total consumption,SD,South Dakota,100650,Billion Btu
2017,RETCB,Renewable energy total consumption,WI,Wisconsin,173491,Billion Btu
2017,RETCB,Renewable energy total consumption,US,United States,7383481,Billion Btu
2016,RETCB,Renewable energy total consumption,MN,Minnesota,217860,Billion Btu
2016,RETCB,Renewable energy total consumption,OH,Ohio,148002,Billion Btu
2016,RETCB,Renewable energy total consumption,NE,Nebraska,141423,Billion Btu
2016,RETCB,Renewable energy total consumption,OK,Oklahoma,128552,Billion Btu
2016,RETCB,Renewable energy total consumption,UT,Utah,28557,Billion Btu
2016,RETCB,Renewable energy total consumption,KS,Kansas,96781,Billion Btu
2016,REPRB,Renewable energy production,HI,Hawaii,16893,Billion Btu
2016,REPRB,Renewable energy production,NJ,New Jersey,33453,Billion Btu
2016,REPRB,Renewable energy production,TN,Tennessee,113585,Billion Btu
2016,RETCB,Renewable energy total consumption,WA,Washington,445992,Billion Btu
2016,RETCB,Renewable energy total consumption,WY,Wyoming,27276,Billion Btu
2016,REPRB,Renewable energy production,PA,Pennsylvania,160530,Billion Btu
2016,REPRB,Renewable energy production,UT,Utah,17504,Billion Btu
2016,REPRB,Renewable energy production,IA,Iowa,679318,Billion Btu
2016,REPRB,Renewable energy production,CT,Connecticut,30864,Billion Btu
2016,REPRB,Renewable energy production,WV,West Virginia,21762,Billion Btu
2016,REPRB,Renewable energy production,CO,Colorado,77879,Billion Btu
2016,REPRB,Renewable energy production,SC,South Carolina,117849,Billion Btu
2016,REPRB,Renewable energy production,FL,Florida,219892,Billion Btu
2016,RETCB,Renewable energy total consumption,KY,Kentucky,71453,Billion Btu
2016,RETCB,Renewable energy total consumption,NY,New York,268705,Billion Btu
2016,RETCB,Renewable energy total consumption,OR,Oregon,238210,Billion Btu
2016,RETCB,Renewable energy total consumption,TN,Tennessee,130252,Billion Btu
2016,RETCB,Renewable energy total consumption,MS,Mississippi,76933,Billion Btu
2016,REPRB,Renewable energy production,KY,Kentucky,56552,Billion Btu
2016,RETCB,Renewable energy total consumption,IN,Indiana,151409,Billion Btu
2016,RETCB,Renewable energy total consumption,CO,Colorado,87203,Billion Btu
2016,REPRB,Renewable energy production,AL,Alabama,189860,Billion Btu
2016,RETCB,Renewable energy total consumption,MI,Michigan,197792,Billion Btu
2016,REPRB,Renewable energy production,MN,Minnesota,286182,Billion Btu
2016,REPRB,Renewable energy production,GA,Georgia,256482,Billion Btu
2016,REPRB,Renewable energy production,OR,Oregon,223209,Billion Btu
2016,REPRB,Renewable energy production,CA,California,462264,Billion Btu
2016,REPRB,Renewable energy production,TX,Texas,360015,Billion Btu
2016,RETCB,Renewable energy total consumption,ID,Idaho,85045,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,VT,Vermont,12738,Billion Btu
2016,REPRB,Renewable energy production,WA,Washington,427449,Billion Btu
2016,RETCB,Renewable energy total consumption,MO,Missouri,79283,Billion Btu
2016,RETCB,Renewable energy total consumption,ND,North Dakota,67080,Billion Btu
2016,REPRB,Renewable energy production,IN,Indiana,225053,Billion Btu
2016,RETCB,Renewable energy total consumption,HI,Hawaii,21675,Billion Btu
2016,REPRB,Renewable energy production,AR,Arkansas,94512,Billion Btu
2016,RETCB,Renewable energy total consumption,FL,Florida,286497,Billion Btu
2016,REPRB,Renewable energy production,MD,Maryland,32824,Billion Btu
2016,REPRB,Renewable energy production,AZ,Arizona,62336,Billion Btu
2016,REPRB,Renewable energy production,MS,Mississippi,78099,Billion Btu
2016,RETCB,Renewable energy total consumption,RI,Rhode Island,7843,Billion Btu
2016,RETCB,Renewable energy total consumption,MT,Montana,61653,Billion Btu
2016,REPRB,Renewable energy production,VT,Vermont,27085,Billion Btu
2016,RETCB,Renewable energy total consumption,NJ,New Jersey,72286,Billion Btu
2016,REPRB,Renewable energy production,SD,South Dakota,187695,Billion Btu
2016,RETCB,Renewable energy total consumption,US,United States,7119713,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,GA,Georgia,4030,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,2283,Billion Btu
2016,RETCB,Renewable energy total consumption,WV,West Virginia,30007,Billion Btu
2016,RETCB,Renewable energy total consumption,PA,Pennsylvania,194704,Billion Btu
2016,RETCB,Renewable energy total consumption,WI,Wisconsin,175018,Billion Btu
2016,REPRB,Renewable energy production,DE,Delaware,2383,Billion Btu
2016,RETCB,Renewable energy total consumption,MD,Maryland,58363,Billion Btu
2016,RETCB,Renewable energy total consumption,DC,District of Columbia,2008,Billion Btu
2016,REPRB,Renewable energy production,DC,District of Columbia,922,Billion Btu
2016,REPRB,Renewable energy production,MO,Missouri,90837,Billion Btu
2016,RETCB,Renewable energy total consumption,DE,Delaware,6875,Billion Btu
2016,RETCB,Renewable energy total consumption,SC,South Carolina,137132,Billion Btu
2016,REPRB,Renewable energy production,LA,Louisiana,175201,Billion Btu
2016,REPRB,Renewable energy production,ND,North Dakota,103943,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,AL,Alabama,1932,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,10394,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,85,Billion Btu
2016,RETCB,Renewable energy total consumption,AZ,Arizona,85895,Billion Btu
2016,REPRB,Renewable energy production,NM,New Mexico,27558,Billion Btu
2016,RETCB,Renewable energy total consumption,MA,Massachusetts,76800,Billion Btu
2016,RETCB,Renewable energy total consumption,NM,New Mexico,37525,Billion Btu
2016,RETCB,Renewable energy total consumption,NH,New Hampshire,53361,Billion Btu
2016,RETCB,Renewable energy total consumption,VA,Virginia,158492,Billion Btu
2016,REPRB,Renewable energy production,ID,Idaho,83218,Billion Btu
2016,REPRB,Renewable energy production,MA,Massachusetts,49363,Billion Btu
2016,REPRB,Renewable energy production,NC,North Carolina,152881,Billion Btu
2016,REPRB,Renewable energy production,WY,Wyoming,23329,Billion Btu
2016,RETCB,Renewable energy total consumption,CA,California,645587,Billion Btu
2016,RETCB,Renewable energy total consumption,ME,Maine,122754,Billion Btu
2016,RETCB,Renewable energy total consumption,SD,South Dakota,99457,Billion Btu
2016,RETCB,Renewable energy total consumption,NV,Nevada,47415,Billion Btu
2016,REPRB,Renewable energy production,WI,Wisconsin,198950,Billion Btu
2016,RETCB,Renewable energy total consumption,LA,Louisiana,168655,Billion Btu
2016,REPRB,Renewable energy production,NE,Nebraska,303787,Billion Btu
2016,REPRB,Renewable energy production,MI,Michigan,179844,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,25906,Billion Btu
2016,REPRB,Renewable energy production,VA,Virginia,130902,Billion Btu
2016,REPRB,Renewable energy production,NH,New Hampshire,46807,Billion Btu
2016,RETCB,Renewable energy total consumption,TX,Texas,471877,Billion Btu
2016,RETCB,Renewable energy total consumption,AR,Arkansas,106939,Billion Btu
2016,RETCB,Renewable energy total consumption,IL,Illinois,213268,Billion Btu
2016,RETCB,Renewable energy total consumption,NC,North Carolina,175777,Billion Btu
2016,RETCB,Renewable energy total consumption,CT,Connecticut,44486,Billion Btu
2016,RETCB,Renewable energy total consumption,AL,Alabama,218668,Billion Btu
2016,RETCB,Renewable energy total consumption,VT,Vermont,30155,Billion Btu
2016,REPRB,Renewable energy production,AK,Alaska,14509,Billion Btu
2016,RETCB,Renewable energy total consumption,IA,Iowa,330249,Billion Btu
2016,RETCB,Renewable energy total consumption,GA,Georgia,272380,Billion Btu
2016,RETCB,Renewable energy total consumption,AK,Alaska,15615,Billion Btu
2016,REPRB,Renewable energy production,NY,New York,227550,Billion Btu
2016,REPRB,Renewable energy production,RI,Rhode Island,4276,Billion Btu
2016,REPRB,Renewable energy production,KS,Kansas,123462,Billion Btu
2016,REPRB,Renewable energy production,IL,Illinois,311818,Billion Btu
2016,REPRB,Renewable energy production,OK,Oklahoma,111740,Billion Btu
2016,REPRB,Renewable energy production,MT,Montana,56933,Billion Btu
2016,REPRB,Renewable energy production,NV,Nevada,36292,Billion Btu
2016,REPRB,Renewable energy production,OH,Ohio,155499,Billion Btu
2016,REPRB,Renewable energy production,ME,Maine,114572,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,ID,Idaho,11305,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,1469,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,3699,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,17137,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,22901,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,6500,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,6640,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,21799,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,US,United States,584076,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,16363,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,6465,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,26034,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,14200,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,3679,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,2177,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,1281,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,9468,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,12187,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,IA,Iowa,4962,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,1176,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,16073,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,30760,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,3103,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,9806,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,1541,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,6868,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,34913,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,9566,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,8585,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,WV,West Virginia,8635,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,3670,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,NE,Nebraska,2765,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,3624,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,CA,California,56441,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,9975,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,11311,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,2363,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,33100,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,5095,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,NV,Nevada,4059,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,16082,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,7129,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,10156,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,6114,Billion Btu
2016,RERCB,Renewable energy sources consumed by the residential sector,FL,Florida,35529,Billion Btu
2016,REPRB,Renewable energy production,US,United States,7188417,Billion Btu
2015,REPRB,Renewable energy production,AK,Alaska,13599,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,CA,California,52144,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,UT,Utah,3376,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,WY,Wyoming,4253,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,NM,New Mexico,9258,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,AZ,Arizona,9609,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,US,United States,639212,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,OK,Oklahoma,4028,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,DC,District of Columbia,56,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,NH,New Hampshire,14069,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,CT,Connecticut,8855,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,HI,Hawaii,3299,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,MI,Michigan,42432,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,NC,North Carolina,11452,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,TN,Tennessee,7911,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,SD,South Dakota,2671,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,MA,Massachusetts,11588,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,MT,Montana,11016,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,MO,Missouri,18692,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,WI,Wisconsin,30184,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,IN,Indiana,16489,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,RI,Rhode Island,1938,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,NJ,New Jersey,6579,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,ID,Idaho,12125,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,KS,Kansas,4199,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,CO,Colorado,12981,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,IA,Iowa,5776,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,VA,Virginia,15650,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,IL,Illinois,9208,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,AK,Alaska,5996,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,GA,Georgia,4172,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,PA,Pennsylvania,37280,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,TX,Texas,5427,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,LA,Louisiana,2290,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,FL,Florida,35108,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,WV,West Virginia,9609,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,VT,Vermont,15168,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,ME,Maine,24743,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,AR,Arkansas,7329,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,AL,Alabama,2301,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,SC,South Carolina,2553,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,DE,Delaware,1427,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,MN,Minnesota,18917,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,KY,Kentucky,10555,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,OR,Oregon,22559,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,MD,Maryland,6955,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,OH,Ohio,24478,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,NV,Nevada,3620,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,ND,North Dakota,1056,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,MS,Mississippi,1584,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,NE,Nebraska,2923,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,WA,Washington,23647,Billion Btu
2015,RERCB,Renewable energy sources consumed by the residential sector,NY,New York,39677,Billion Btu
2015,RETCB,Renewable energy total consumption,DE,Delaware,6957,Billion Btu
2015,RETCB,Renewable energy total consumption,NY,New York,267163,Billion Btu
2015,RETCB,Renewable energy total consumption,CT,Connecticut,43698,Billion Btu
2015,RETCB,Renewable energy total consumption,NM,New Mexico,31417,Billion Btu
2015,RETCB,Renewable energy total consumption,ID,Idaho,88853,Billion Btu
2015,RETCB,Renewable energy total consumption,CO,Colorado,76213,Billion Btu
2015,RETCB,Renewable energy total consumption,HI,Hawaii,19675,Billion Btu
2015,RETCB,Renewable energy total consumption,WY,Wyoming,25056,Billion Btu
2015,RETCB,Renewable energy total consumption,KS,Kansas,84838,Billion Btu
2015,RETCB,Renewable energy total consumption,IN,Indiana,143442,Billion Btu
2015,RETCB,Renewable energy total consumption,DC,District of Columbia,1640,Billion Btu
2015,RETCB,Renewable energy total consumption,ND,North Dakota,58988,Billion Btu
2015,RETCB,Renewable energy total consumption,MO,Missouri,79173,Billion Btu
2015,RETCB,Renewable energy total consumption,KY,Kentucky,69247,Billion Btu
2015,RETCB,Renewable energy total consumption,IA,Iowa,318443,Billion Btu
2015,RETCB,Renewable energy total consumption,TN,Tennessee,139263,Billion Btu
2015,RETCB,Renewable energy total consumption,CA,California,564459,Billion Btu
2015,RETCB,Renewable energy total consumption,NH,New Hampshire,57464,Billion Btu
2015,RETCB,Renewable energy total consumption,WA,Washington,416372,Billion Btu
2015,RETCB,Renewable energy total consumption,SD,South Dakota,94662,Billion Btu
2015,RETCB,Renewable energy total consumption,OR,Oregon,226237,Billion Btu
2015,RETCB,Renewable energy total consumption,US,United States,6829466,Billion Btu
2015,RETCB,Renewable energy total consumption,SC,South Carolina,136029,Billion Btu
2015,RETCB,Renewable energy total consumption,MS,Mississippi,74213,Billion Btu
2015,RETCB,Renewable energy total consumption,MA,Massachusetts,75073,Billion Btu
2015,RETCB,Renewable energy total consumption,AR,Arkansas,108228,Billion Btu
2015,RETCB,Renewable energy total consumption,WI,Wisconsin,177132,Billion Btu
2015,RETCB,Renewable energy total consumption,GA,Georgia,281970,Billion Btu
2015,RETCB,Renewable energy total consumption,MT,Montana,59441,Billion Btu
2015,RETCB,Renewable energy total consumption,OH,Ohio,146779,Billion Btu
2015,RETCB,Renewable energy total consumption,PA,Pennsylvania,198268,Billion Btu
2015,RETCB,Renewable energy total consumption,UT,Utah,22403,Billion Btu
2015,RETCB,Renewable energy total consumption,ME,Maine,140942,Billion Btu
2015,RETCB,Renewable energy total consumption,MI,Michigan,202084,Billion Btu
2015,RETCB,Renewable energy total consumption,WV,West Virginia,28681,Billion Btu
2015,RETCB,Renewable energy total consumption,LA,Louisiana,151480,Billion Btu
2015,RETCB,Renewable energy total consumption,VA,Virginia,162074,Billion Btu
2015,RETCB,Renewable energy total consumption,MN,Minnesota,215727,Billion Btu
2015,RETCB,Renewable energy total consumption,NC,North Carolina,170230,Billion Btu
2015,RETCB,Renewable energy total consumption,NE,Nebraska,135818,Billion Btu
2015,RETCB,Renewable energy total consumption,VT,Vermont,32506,Billion Btu
2015,RETCB,Renewable energy total consumption,NJ,New Jersey,69235,Billion Btu
2015,RETCB,Renewable energy total consumption,IL,Illinois,205971,Billion Btu
2015,RETCB,Renewable energy total consumption,MD,Maryland,58334,Billion Btu
2015,RETCB,Renewable energy total consumption,AK,Alaska,13619,Billion Btu
2015,RETCB,Renewable energy total consumption,NV,Nevada,40767,Billion Btu
2015,RETCB,Renewable energy total consumption,AL,Alabama,226149,Billion Btu
2015,RETCB,Renewable energy total consumption,RI,Rhode Island,8229,Billion Btu
2015,RETCB,Renewable energy total consumption,TX,Texas,398889,Billion Btu
2015,RETCB,Renewable energy total consumption,OK,Oklahoma,104506,Billion Btu
2015,RETCB,Renewable energy total consumption,FL,Florida,290074,Billion Btu
2015,RETCB,Renewable energy total consumption,AZ,Arizona,79229,Billion Btu
2015,REPRB,Renewable energy production,WA,Washington,396565,Billion Btu
2015,REPRB,Renewable energy production,GA,Georgia,250572,Billion Btu
2015,REPRB,Renewable energy production,TX,Texas,308833,Billion Btu
2015,REPRB,Renewable energy production,NE,Nebraska,288409,Billion Btu
2015,REPRB,Renewable energy production,ND,North Dakota,90946,Billion Btu
2015,REPRB,Renewable energy production,OR,Oregon,213447,Billion Btu
2015,REPRB,Renewable energy production,IN,Indiana,212230,Billion Btu
